type_of_product,generic_product_type,sub_industry,industry,price_per_unit_sar,total_quantity,unit_of_measurement_mlgunits,channel
P3-Carpet cleaner for pet accidents,Carpet shampoo,Pets,Households,44.0,650.0,mL,Retail
P3-Carpet cleaner for pet accidents,Carpet shampoo,Pets,Households,60.0,500.0,mL,Retail
P6-Cage and habitat cleaner,Disinfectant and cleaner,Pets,Households,32.0,500.0,mL,E-commerce
P3-Carpet cleaner for pet accidents,Carpet shampoo,Pets,Households,8.58,946.0,mL,Retail
P7-General purpose pet shampoo,Pet shampoo,Pets,Households,83.44,350.0,mL,Retail
P3-Pet urine odor remover,Odor eliminator,Pets,Households,94.0,700.0,mL,E-commerce
P3-Pet urine odor remover,Odor eliminator,Pets,Households,50.0,750.0,mL,Retail
P3-Pet urine odor remover,Odor eliminator,Pets,Households,45.0,750.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,99.0,473.0,mL,E-commerce
P4-Flea and tick home spray,Bug repellent,Pets,Households,35.0,473.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,35.0,250.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,55.0,946.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,63.0,355.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,57.0,113.0,g,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,50.0,473.0,mL,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,40.0,454.0,g,Retail
P4-Flea and tick home spray,Bug repellent,Pets,Households,45.0,150.0,mL,Retail
P5-Antiseptic spray for pets,Disinfectant and cleaner,Pets,Households,66.0,120.0,mL,E-commerce
P8-Ear cleaning solution,Pet dry shampoo,Pets,Households,66.61,100.0,mL,Retail
P5-Antiseptic spray for pets,Disinfectant and cleaner,Pets,Households,63.25,120.0,mL,Retail
P5-Antiseptic spray for pets,Disinfectant and cleaner,Pets,Households,57.5,150.0,mL,Retail
P6-Pet-safe disinfectant and cleaner,Disinfectant and cleaner,Pets,Households,119.0,2000.0,mL,E-commerce
P6-Pet-safe disinfectant and cleaner,Disinfectant and cleaner,Pets,Households,86.5,50.0,mL,Retail
P6-Pet-safe disinfectant and cleaner,Disinfectant and cleaner,Pets,Households,55.0,100.0,mL,Retail
P6-Pet-safe disinfectant and cleaner,Disinfectant and cleaner,Pets,Households,28.75,100.0,mL,Retail
P7-General purpose pet shampoo,Pet shampoo,Pets,Households,25.0,500.0,mL,Retail
P7-General purpose pet shampoo,Pet shampoo,Pets,Households,55.0,355.0,mL,Retail
P7-General purpose pet shampoo,Pet shampoo,Pets,Households,55.0,355.0,mL,Retail
P7-General purpose pet shampoo,Pet shampoo,Pets,Households,45.0,148.0,mL,Retail
P8-Ear cleaning solution,Pet dry shampoo,Pets,Households,274.0,470.0,mL,E-commerce
P8-Ear cleaning solution,Pet dry shampoo,Pets,Households,32.5,50.0,mL,Retail
P8-Eye washes and lubricant eye drops,Pet eye washes and lubricant eye drops,Pets,Households,23.0,50.0,mL,Retail
P8-Ear cleaning solution,Pet dry shampoo,Pets,Households,55.0,100.0,mL,Retail
R1-Food-grade sanitizers for countertops and prep areas,Disinfectant and cleaner,Restaurants,Horeca,41.25,20000.0,mL,B2B
R1-General sanitizer for vegetable and salad washing,Disinfectant and cleaner,Restaurants,Horeca,21.67,6000.0,g,B2B
R2-Heavy-duty kitchen degreaser for grills and hoods,Degreaser,Restaurants,Horeca,70.0,15120.0,mL,B2B
R3-Antibacterial hand soap,Hand soap,Restaurants,Horeca,36.83,750.0,mL,B2B
R3-Hand sanitizer for staff and customers,Hand sanitizer,Restaurants,Horeca,33.67,750.0,mL,B2B
R4-Manual dishwashing soap,Dishwashing soap,Restaurants,Horeca,137.5,9068.0,g,B2B
R4-Rinse aid for spot-free drying,Dishwasher rinse aid,Restaurants,Horeca,77.5,15120.0,mL,B2B
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,17.0,400.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,111.0,473.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,23.0,236.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,65.0,500.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,55.0,627.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,72.0,237.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,36.0,250.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,264.0,1000.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,38.0,500.0,mL,E-commerce
H10-Dishwasher rinse aid,Dishwasher rinse aid,Home,Households,116.0,500.0,mL,E-commerce
R8-Metal polish for cookware and utensils,Stainless steel cleaner,Restaurants,Horeca,37.64,3000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,149.0,30000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,28.0,50.0,mL,B2B
F4-FM restroom deodorizer,Odor eliminator,Facilities management,Facilities management,16.0,495.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,63.0,30000.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,12.0,400.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,11.0,1180.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,20.0,470.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,50.0,1000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,110.0,3000.0,mL,B2B
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,42.0,4000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,35.0,500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,55.0,450.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,50.0,4000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,200.0,5000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,17.0,3000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,74.0,3000.0,mL,B2B
F3-FM hand sanitizer for staff use,Hand sanitizer,Facilities management,Facilities management,25.0,200.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,14.0,400.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,74.0,3000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,105.0,11280.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,63.0,3000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,12.0,450.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,38.0,3000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,5.0,1000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,26.0,500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,50.0,750.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,35.0,3000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,29.5,3000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,220.0,4000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,37.0,3000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,93.0,250.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,49.0,5000.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,26.0,500.0,mL,B2B
F3-FM hand sanitizer for staff use,Hand sanitizer,Facilities management,Facilities management,8.0,50.0,mL,B2B
F8-FM stainless steel polish and cleaner for fixtures and fittings,Stainless steel cleaner,Facilities management,Facilities management,13.0,400.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,20.0,750.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,28.0,1000.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,15.0,500.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,25.0,950.0,mL,B2B
F6-FM manual dishwashing soap,Dishwashing soap,Facilities management,Facilities management,6.0,500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,11.0,3000.0,mL,B2B
F11-Powder detergent,Detergent (powder),Facilities management,Facilities management,300.0,19000.0,mL,B2B
F11-Powder detergent,Detergent (powder),Facilities management,Facilities management,52.0,2500.0,mL,B2B
F1-FM wood furniture cleaner,Furniture polish,Facilities management,Facilities management,10.0,300.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,7.0,300.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,80.0,300.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,16.0,300.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,15.0,300.0,mL,B2B
F4-FM restroom air freshener,Air freshener,Facilities management,Facilities management,15.0,250.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,143.0,5000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,89.0,4500.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,103.0,5000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,205.0,5000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,130.0,5000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,105.0,5000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,78.0,4000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,143.0,4500.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,109.0,5000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,976.0,12.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,166.0,5000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,159.0,5000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,183.0,5000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,166.0,5000.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,129.0,750.0,mL,B2B
R1-No-rinse sanitizers for quick cleaning,Disinfectant and cleaner,Restaurants,Horeca,149.0,900.0,mL,B2B
R4-Manual dishwashing soap,Dishwashing soap,Restaurants,Horeca,447.0,2000.0,mL,B2B
R5-Floor degreaser for kitchen areas,Floor cleaner,Restaurants,Horeca,99.0,5000.0,mL,B2B
R2-Oven and fryer cleaner,Degreaser,Restaurants,Horeca,1473.0,28.0,mL,B2B
C2-Wheel cleaner,Degreaser,Automotive,Transportation,54.0,709.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,319.0,3000.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,46.0,680.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,179.0,354.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,59.0,750.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,87.0,700.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,257.0,250.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,54.0,709.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,67.0,2000.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,39.0,680.0,mL,E-commerce
R10-Other restaurant products,Other consumables,Restaurants,Horeca,563.0,5000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,182.0,20000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,340.0,20000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,267.0,25000.0,mL,B2B
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,56.0,500.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,18.0,50.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,57.0,500.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,121.0,473.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,49.0,623.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,39.0,680.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,46.0,680.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,105.0,120.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,89.0,120.0,mL,E-commerce
C2-Alloy wheel cleaner,Degreaser,Automotive,Transportation,151.0,1000.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,633.0,473.0,mL,B2B
C4-Car air freshener,Air freshener,Automotive,Transportation,15.0,70.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,26.0,2.5,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,19.0,10.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,70.0,57.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,11.0,70.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,11.0,4.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,17.0,8.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,25.0,141.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,18.0,35.0,mL,E-commerce
C4-Car air freshener,Air freshener,Automotive,Transportation,13.0,28.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,920.0,25000.0,mL,B2B
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,800.0,3000.0,mL,B2B
C6-Car tar remover,Degreaser,Automotive,Transportation,267.0,25000.0,mL,B2B
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,115.0,473.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,124.0,473.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,296.0,400.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,118.0,946.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,90.0,473.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,159.0,650.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,104.0,500.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,109.0,437.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,134.0,437.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,62.0,400.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,154.0,621.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,144.0,355.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,107.0,473.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,77.0,473.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,134.0,500.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,80.0,500.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,272.0,473.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,104.0,236.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,87.0,295.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,91.0,500.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,122.0,180.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,47.0,300.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,97.0,100.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,87.0,294.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,123.0,236.0,mL,E-commerce
C5-Car plastic and trim restorer,Surface lubricant and protectant,Automotive,Transportation,85.0,283.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,141.0,473.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,83.0,100.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,93.0,473.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,72.0,473.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,65.0,360.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,279.0,473.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,119.0,350.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,87.0,473.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,135.0,500.0,mL,E-commerce
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,170.0,1000.0,mL,B2B
